buckner_facies,buckner_thick,cottonvalley_alt,cottonvalley_thickness,h2s_class,hosston_alt,hosston_thickness,smackover_alt,smackover_facies,smackover_middepth,smackover_thick,smck_temp_int
3,90.0,-2074.0,640.0,100,-1794.0,381.0,-2738.0,3,2866.0,120.0,85.0
3,89.0,-2069.0,640.0,100,-1753.0,396.0,-2723.0,4,2851.0,119.0,85.0
3,88.0,-2058.0,640.0,100,-1708.0,396.0,-2706.0,4,2836.0,118.0,86.0
3,86.0,-2041.0,640.0,100,-1678.0,396.0,-2690.0,4,2818.0,116.0,85.0
3,81.0,-2020.0,640.0,200,-1664.0,396.0,-2672.0,4,2800.0,113.0,85.0
3,74.0,-1998.0,640.0,200,-1647.0,393.0,-2656.0,4,2785.0,108.0,86.0
3,66.0,-1975.0,640.0,200,-1620.0,387.0,-2650.0,4,2785.0,101.0,86.0
3,65.0,-1947.0,640.0,200,-1588.0,373.0,-2645.0,4,2780.0,94.0,85.0
3,65.0,-1913.0,648.0,200,-1556.0,348.0,-2631.0,4,2762.0,86.0,86.0
3,67.0,-1882.0,680.0,200,-1533.0,336.0,-2610.0,4,2735.0,78.0,88.0
3,69.0,-1862.0,692.0,200,-1513.0,336.0,-2601.0,4,2724.0,72.0,87.0
3,70.0,-1852.0,675.0,200,-1492.0,364.0,-2592.0,4,2714.0,64.0,87.0
3,72.0,-1851.0,643.0,200,-1473.0,395.0,-2574.0,4,2701.0,61.0,87.0
3,73.0,-1851.0,640.0,200,-1458.0,396.0,-2558.0,4,2692.0,61.0,87.0
3,74.0,-1843.0,640.0,200,-1446.0,396.0,-2547.0,4,2669.0,61.0,86.0
3,76.0,-1827.0,640.0,100,-1433.0,396.0,-2538.0,4,2654.0,63.0,86.0
3,78.0,-1809.0,640.0,100,-1421.0,396.0,-2518.0,4,2639.0,68.0,86.0
3,77.0,-1794.0,640.0,100,-1409.0,396.0,-2484.0,4,2610.0,73.0,85.0
3,74.0,-1785.0,640.0,200,-1397.0,395.0,-2451.0,4,2584.0,73.0,84.0
3,66.0,-1777.0,640.0,200,-1381.0,381.0,-2434.0,4,2574.0,72.0,83.0
3,63.0,-1767.0,640.0,200,-1365.0,367.0,-2417.0,4,2556.0,74.0,82.0
3,62.0,-1751.0,640.0,200,-1349.0,367.0,-2405.0,4,2544.0,85.0,81.0
3,62.0,-1727.0,640.0,100,-1333.0,389.0,-2394.0,4,2532.0,100.0,82.0
3,62.0,-1696.0,640.0,200,-1316.0,396.0,-2372.0,4,2515.0,99.0,83.0
3,61.0,-1666.0,640.0,200,-1297.0,396.0,-2342.0,4,2491.0,90.0,83.0
3,63.0,-1641.0,641.0,200,-1272.0,396.0,-2311.0,4,2452.0,78.0,83.0
3,71.0,-1619.0,648.0,200,-1243.0,396.0,-2288.0,4,2428.0,66.0,82.0
3,73.0,-1600.0,643.0,200,-1214.0,396.0,-2286.0,4,2428.0,61.0,83.0
3,74.0,-1583.0,640.0,200,-1190.0,396.0,-2286.0,4,2419.0,61.0,83.0
3,74.0,-1568.0,640.0,200,-1173.0,396.0,-2272.0,4,2401.0,61.0,82.0
3,75.0,-1558.0,640.0,200,-1161.0,396.0,-2232.0,4,2362.0,61.0,81.0
3,64.0,-1552.0,640.0,100,-1154.0,396.0,-2212.0,4,2334.0,56.0,79.0
3,61.0,-1545.0,640.0,50,-1148.0,396.0,-2208.0,4,2332.0,53.0,75.0
3,61.0,-1527.0,640.0,50,-1142.0,396.0,-2203.0,4,2332.0,59.0,71.0
3,61.0,-1505.0,640.0,50,-1134.0,396.0,-2188.0,4,2321.0,63.0,72.0
3,60.0,-1487.0,640.0,50,-1124.0,387.0,-2161.0,4,2292.0,65.0,77.0
3,53.0,-1477.0,640.0,50,-1115.0,378.0,-2132.0,4,2258.0,65.0,81.0
3,47.0,-1473.0,640.0,50,-1106.0,390.0,-2112.0,4,2225.0,68.0,81.0
3,44.0,-1469.0,637.0,50,-1099.0,396.0,-2103.0,4,2219.0,74.0,81.0
3,43.0,-1459.0,593.0,50,-1091.0,396.0,-2099.0,4,2229.0,83.0,83.0
3,42.0,-1441.0,579.0,50,-1082.0,393.0,-2100.0,4,2232.0,95.0,83.0
3,42.0,-1414.0,584.0,50,-1068.0,364.0,-2092.0,4,2223.0,105.0,81.0
3,40.0,-1386.0,624.0,50,-1047.0,344.0,-2061.0,4,2187.0,114.0,79.0
3,39.0,-1365.0,639.0,50,-1021.0,342.0,-2017.0,4,2149.0,118.0,78.0
3,41.0,-1352.0,638.0,50,-996.0,357.0,-1980.0,4,2117.0,119.0,76.0
3,45.0,-1341.0,635.0,50,-975.0,383.0,-1959.0,4,2095.0,120.0,74.0
3,47.0,-1326.0,631.0,50,-956.0,388.0,-1949.0,4,2074.0,120.0,73.0
3,49.0,-1308.0,628.0,50,-938.0,382.0,-1949.0,4,2070.0,121.0,73.0
3,52.0,-1288.0,633.0,50,-921.0,379.0,-1943.0,4,2072.0,121.0,73.0
3,54.0,-1267.0,639.0,10,-907.0,379.0,-1925.0,4,2051.0,122.0,72.0
3,54.0,-1246.0,642.0,50,-896.0,376.0,-1901.0,4,2021.0,122.0,70.0
3,50.0,-1225.0,647.0,50,-888.0,358.0,-1883.0,4,2001.0,122.0,70.0
3,45.0,-1203.0,643.0,50,-885.0,337.0,-1857.0,4,1977.0,122.0,69.0
3,40.0,-1181.0,640.0,50,-882.0,335.0,-1825.0,4,1948.0,122.0,69.0
3,35.0,-1164.0,640.0,50,-880.0,335.0,-1805.0,4,1932.0,122.0,68.0
3,31.0,-1151.0,629.0,50,-879.0,335.0,-1801.0,4,1932.0,122.0,68.0
3,30.0,-1139.0,587.0,50,-878.0,333.0,-1790.0,4,1917.0,122.0,68.0
3,30.0,-1126.0,587.0,50,-878.0,306.0,-1770.0,4,1886.0,122.0,69.0
3,30.0,-1114.0,590.0,50,-879.0,282.0,-1750.0,4,1858.0,122.0,70.0
3,30.0,-1102.0,588.0,50,-882.0,275.0,-1733.0,4,1844.0,122.0,71.0
3,30.0,-1091.0,582.0,50,-885.0,273.0,-1721.0,4,1832.0,122.0,70.0
3,30.0,-1081.0,576.0,50,-889.0,256.0,-1710.0,4,1828.0,122.0,70.0
3,30.0,-1073.0,571.0,10,-891.0,232.0,-1691.0,4,1808.0,122.0,70.0
3,30.0,-1067.0,564.0,10,-893.0,221.0,-1665.0,4,1778.0,122.0,69.0
3,30.0,-1062.0,554.0,10,-895.0,215.0,-1656.0,4,1770.0,122.0,69.0
3,30.0,-1058.0,547.0,10,-895.0,207.0,-1647.0,4,1756.0,122.0,69.0
3,30.0,-1054.0,548.0,10,-895.0,195.0,-1615.0,3,1715.0,122.0,68.0
3,30.0,-1049.0,549.0,10,-896.0,178.0,-1576.0,3,1671.0,122.0,68.0
3,30.0,-1044.0,550.0,10,-897.0,160.0,-1561.0,3,1655.0,122.0,68.0
2,30.0,-1040.0,552.0,10,-898.0,151.0,-1565.0,1,1660.0,122.0,67.0
2,30.0,-1038.0,555.0,10,-901.0,131.0,-1554.0,1,1649.0,122.0,67.0
2,30.0,-1040.0,561.0,10,-904.0,100.0,-1534.0,1,1631.0,122.0,67.0
2,30.0,-1045.0,572.0,10,-909.0,91.0,-1526.0,1,1620.0,122.0,67.0
0,30.0,-1051.0,578.0,10,-913.0,91.0,-1524.0,1,1617.0,121.0,67.0
0,30.0,-1056.0,579.0,10,-917.0,91.0,-1528.0,1,1620.0,117.0,66.0
0,30.0,-1060.0,579.0,10,-924.0,98.0,-1533.0,2,1623.0,110.0,65.0
0,30.0,-1062.0,579.0,10,-930.0,143.0,-1531.0,2,1619.0,106.0,64.0
3,108.0,-2134.0,582.0,50,-1749.0,396.0,-2711.0,3,2833.0,97.0,91.0
3,105.0,-2128.0,591.0,50,-1756.0,392.0,-2716.0,3,2842.0,100.0,92.0
3,99.0,-2136.0,591.0,50,-1781.0,375.0,-2720.0,3,2849.0,104.0,92.0
3,93.0,-2173.0,579.0,50,-1826.0,359.0,-2716.0,3,2843.0,107.0,92.0
3,90.0,-2231.0,542.0,50,-1881.0,343.0,-2710.0,3,2844.0,109.0,91.0
3,88.0,-2286.0,514.0,50,-1923.0,336.0,-2722.0,3,2861.0,112.0,91.0
3,86.0,-2310.0,498.0,50,-1933.0,332.0,-2766.0,3,2910.0,114.0,91.0
3,86.0,-2294.0,516.0,50,-1910.0,322.0,-2817.0,3,2966.0,115.0,91.0
3,85.0,-2251.0,553.0,50,-1870.0,322.0,-2829.0,3,2984.0,115.0,91.0
3,85.0,-2199.0,597.0,50,-1832.0,331.0,-2828.0,3,2981.0,115.0,91.0
3,83.0,-2153.0,638.0,100,-1819.0,335.0,-2822.0,3,2967.0,115.0,91.0
3,81.0,-2128.0,640.0,100,-1818.0,335.0,-2818.0,5,2943.0,113.0,90.0
3,80.0,-2116.0,640.0,100,-1812.0,336.0,-2812.0,4,2933.0,110.0,89.0
3,78.0,-2112.0,640.0,100,-1793.0,367.0,-2799.0,4,2920.0,108.0,87.0
3,77.0,-2110.0,640.0,100,-1762.0,396.0,-2784.0,4,2906.0,106.0,86.0
3,77.0,-2102.0,640.0,100,-1729.0,396.0,-2769.0,4,2891.0,104.0,87.0
3,75.0,-2085.0,640.0,200,-1702.0,396.0,-2752.0,4,2873.0,102.0,86.0
3,72.0,-2063.0,640.0,200,-1684.0,396.0,-2736.0,4,2856.0,99.0,87.0
3,66.0,-2039.0,640.0,200,-1668.0,396.0,-2723.0,4,2846.0,94.0,87.0
3,62.0,-2016.0,640.0,200,-1644.0,396.0,-2718.0,4,2847.0,88.0,86.0
3,61.0,-1992.0,642.0,300,-1614.0,396.0,-2712.0,4,2840.0,82.0,87.0
3,61.0,-1965.0,679.0,300,-1585.0,389.0,-2700.0,4,2823.0,75.0,88.0
3,62.0,-1935.0,701.0,467,-1562.0,369.0,-2685.0,4,2806.0,68.0,88.0
3,62.0,-1915.0,701.0,300,-1544.0,368.0,-2681.0,4,2804.0,64.0,88.0
3,63.0,-1908.0,699.0,300,-1529.0,392.0,-2682.0,4,2804.0,61.0,88.0
3,63.0,-1912.0,662.0,200,-1515.0,396.0,-2684.0,4,2805.0,61.0,90.0
3,62.0,-1920.0,640.0,200,-1503.0,406.0,-2673.0,4,2804.0,61.0,89.0
3,62.0,-1917.0,640.0,200,-1493.0,421.0,-2652.0,4,2774.0,59.0,87.0
3,61.0,-1899.0,640.0,200,-1484.0,404.0,-2609.0,4,2719.0,55.0,86.0
3,61.0,-1872.0,647.0,200,-1473.0,396.0,-2574.0,4,2689.0,53.0,86.0
3,60.0,-1847.0,671.0,200,-1459.0,396.0,-2538.0,4,2664.0,55.0,85.0
3,60.0,-1828.0,664.0,200,-1441.0,396.0,-2505.0,4,2639.0,54.0,84.0
3,60.0,-1815.0,642.0,200,-1420.0,396.0,-2483.0,4,2616.0,57.0,83.0
3,61.0,-1802.0,640.0,200,-1397.0,396.0,-2465.0,4,2590.0,62.0,81.0
3,61.0,-1785.0,640.0,200,-1376.0,396.0,-2444.0,4,2569.0,68.0,81.0
3,61.0,-1758.0,640.0,200,-1359.0,396.0,-2427.0,4,2551.0,82.0,81.0
3,61.0,-1722.0,640.0,200,-1341.0,396.0,-2403.0,4,2538.0,90.0,81.0
3,61.0,-1686.0,641.0,200,-1320.0,396.0,-2377.0,4,2521.0,90.0,79.0
3,63.0,-1659.0,660.0,200,-1294.0,396.0,-2343.0,4,2482.0,81.0,80.0
3,72.0,-1639.0,692.0,200,-1262.0,396.0,-2305.0,4,2447.0,69.0,80.0
3,75.0,-1623.0,664.0,100,-1230.0,396.0,-2287.0,4,2431.0,62.0,82.0
3,76.0,-1609.0,640.0,100,-1208.0,396.0,-2286.0,4,2424.0,61.0,84.0
3,77.0,-1599.0,640.0,200,-1195.0,396.0,-2282.0,4,2409.0,61.0,83.0
3,75.0,-1592.0,640.0,200,-1187.0,396.0,-2255.0,4,2375.0,55.0,81.0
3,62.0,-1587.0,640.0,100,-1182.0,396.0,-2242.0,4,2350.0,44.0,78.0
3,60.0,-1578.0,640.0,50,-1177.0,396.0,-2240.0,4,2351.0,39.0,73.0
3,61.0,-1558.0,640.0,50,-1170.0,396.0,-2235.0,4,2348.0,43.0,68.0
3,62.0,-1534.0,640.0,50,-1161.0,396.0,-2222.0,4,2339.0,49.0,72.0
3,57.0,-1517.0,640.0,50,-1150.0,396.0,-2199.0,4,2318.0,54.0,77.0
3,42.0,-1509.0,640.0,50,-1140.0,396.0,-2170.0,4,2294.0,60.0,82.0
3,36.0,-1507.0,640.0,50,-1130.0,396.0,-2144.0,4,2263.0,61.0,85.0
3,34.0,-1508.0,639.0,100,-1121.0,396.0,-2134.0,4,2256.0,67.0,84.0
3,33.0,-1506.0,615.0,100,-1110.0,396.0,-2136.0,4,2268.0,81.0,84.0
3,34.0,-1491.0,594.0,100,-1099.0,396.0,-2144.0,4,2271.0,92.0,84.0
3,34.0,-1462.0,614.0,50,-1084.0,395.0,-2140.0,4,2265.0,100.0,82.0
3,33.0,-1429.0,639.0,50,-1066.0,389.0,-2117.0,4,2243.0,105.0,81.0
3,31.0,-1402.0,640.0,50,-1048.0,387.0,-2079.0,4,2215.0,107.0,79.0
3,31.0,-1387.0,640.0,50,-1027.0,394.0,-2045.0,4,2182.0,108.0,77.0
3,31.0,-1377.0,640.0,50,-1006.0,396.0,-2019.0,4,2150.0,108.0,76.0
3,30.0,-1364.0,640.0,50,-985.0,396.0,-2007.0,4,2127.0,109.0,74.0
3,32.0,-1346.0,640.0,50,-961.0,396.0,-2005.0,4,2131.0,111.0,74.0
3,35.0,-1326.0,640.0,50,-938.0,396.0,-1998.0,4,2130.0,114.0,74.0
3,39.0,-1305.0,651.0,50,-919.0,396.0,-1980.0,4,2105.0,117.0,73.0
3,39.0,-1283.0,678.0,50,-907.0,396.0,-1958.0,4,2080.0,119.0,72.0
3,35.0,-1259.0,693.0,50,-900.0,390.0,-1951.0,4,2076.0,121.0,71.0
3,32.0,-1233.0,677.0,50,-897.0,345.0,-1933.0,4,2060.0,122.0,71.0
3,31.0,-1210.0,643.0,50,-894.0,335.0,-1896.0,4,2026.0,122.0,70.0
3,31.0,-1194.0,638.0,50,-891.0,335.0,-1866.0,4,1992.0,122.0,69.0
3,31.0,-1182.0,606.0,50,-887.0,335.0,-1855.0,4,1991.0,122.0,69.0
3,31.0,-1168.0,588.0,50,-883.0,335.0,-1830.0,4,1958.0,122.0,69.0
3,31.0,-1154.0,628.0,50,-881.0,334.0,-1807.0,4,1924.0,122.0,70.0
3,31.0,-1139.0,635.0,50,-881.0,325.0,-1792.0,4,1907.0,122.0,71.0
3,31.0,-1126.0,634.0,50,-883.0,303.0,-1778.0,4,1903.0,122.0,70.0
3,31.0,-1113.0,631.0,50,-886.0,280.0,-1769.0,4,1895.0,122.0,70.0
3,31.0,-1103.0,622.0,50,-889.0,274.0,-1758.0,4,1886.0,122.0,70.0
3,31.0,-1094.0,599.0,50,-892.0,272.0,-1735.0,4,1860.0,122.0,70.0
3,31.0,-1086.0,581.0,10,-894.0,267.0,-1712.0,4,1829.0,122.0,70.0
3,31.0,-1080.0,579.0,10,-894.0,259.0,-1712.0,4,1824.0,122.0,69.0
3,31.0,-1075.0,579.0,10,-895.0,246.0,-1706.0,3,1814.0,122.0,69.0
3,30.0,-1070.0,579.0,10,-895.0,227.0,-1684.0,3,1787.0,122.0,68.0
3,30.0,-1065.0,579.0,10,-895.0,214.0,-1654.0,3,1749.0,122.0,68.0
3,30.0,-1059.0,579.0,10,-895.0,203.0,-1636.0,3,1729.0,122.0,68.0
3,30.0,-1054.0,579.0,10,-896.0,176.0,-1635.0,3,1728.0,122.0,67.0
3,30.0,-1050.0,579.0,10,-898.0,155.0,-1616.0,3,1711.0,122.0,66.0
2,30.0,-1050.0,579.0,10,-902.0,139.0,-1583.0,1,1678.0,122.0,66.0
2,30.0,-1051.0,579.0,10,-906.0,107.0,-1557.0,1,1651.0,122.0,66.0
2,30.0,-1054.0,579.0,10,-910.0,93.0,-1547.0,1,1641.0,121.0,66.0
0,30.0,-1057.0,583.0,10,-914.0,91.0,-1557.0,2,1649.0,115.0,65.0
0,30.0,-1059.0,599.0,50,-918.0,98.0,-1571.0,2,1659.0,109.0,65.0
0,31.0,-1061.0,613.0,10,-921.0,142.0,-1568.0,2,1652.0,104.0,65.0
3,95.0,-2198.0,625.0,50,-1795.0,396.0,-2777.0,3,2891.0,85.0,92.0
3,91.0,-2195.0,635.0,50,-1801.0,396.0,-2780.0,3,2894.0,87.0,93.0
3,85.0,-2208.0,632.0,50,-1825.0,396.0,-2780.0,3,2896.0,91.0,94.0
3,80.0,-2248.0,591.0,50,-1871.0,395.0,-2777.0,3,2894.0,95.0,93.0
3,76.0,-2305.0,556.0,50,-1926.0,385.0,-2772.0,3,2896.0,97.0,93.0
3,73.0,-2355.0,519.0,50,-1968.0,358.0,-2792.0,3,2920.0,99.0,93.0
3,71.0,-2370.0,518.0,50,-1972.0,340.0,-2844.0,3,2975.0,102.0,93.0
3,70.0,-2348.0,532.0,50,-1941.0,336.0,-2883.0,3,3021.0,103.0,93.0
3,70.0,-2298.0,575.0,50,-1895.0,336.0,-2884.0,3,3026.0,103.0,93.0
3,68.0,-2246.0,620.0,100,-1851.0,337.0,-2880.0,5,3018.0,102.0,93.0
3,67.0,-2202.0,640.0,100,-1830.0,340.0,-2875.0,5,3008.0,101.0,93.0
3,65.0,-2174.0,640.0,100,-1824.0,341.0,-2874.0,5,2989.0,99.0,93.0
3,64.0,-2160.0,652.0,100,-1818.0,340.0,-2869.0,4,2982.0,96.0,92.0
3,63.0,-2153.0,666.0,100,-1804.0,358.0,-2857.0,4,2969.0,94.0,89.0
3,63.0,-2150.0,662.0,100,-1782.0,395.0,-2843.0,4,2955.0,91.0,88.0
3,64.0,-2142.0,660.0,200,-1756.0,396.0,-2829.0,4,2942.0,89.0,88.0
3,64.0,-2125.0,657.0,200,-1732.0,396.0,-2813.0,4,2929.0,87.0,87.0
3,64.0,-2103.0,651.0,200,-1710.0,396.0,-2794.0,4,2906.0,84.0,87.0
3,62.0,-2079.0,643.0,200,-1690.0,396.0,-2781.0,4,2896.0,80.0,87.0
3,61.0,-2056.0,642.0,300,-1670.0,396.0,-2774.0,4,2895.0,75.0,86.0
3,61.0,-2033.0,661.0,300,-1643.0,396.0,-2766.0,4,2885.0,68.0,86.0
3,61.0,-2008.0,698.0,467,-1615.0,396.0,-2759.0,4,2875.0,63.0,87.0
3,61.0,-1983.0,701.0,467,-1593.0,396.0,-2752.0,4,2869.0,61.0,88.0
3,61.0,-1964.0,701.0,467,-1575.0,396.0,-2750.0,4,2874.0,61.0,89.0
3,61.0,-1959.0,701.0,300,-1561.0,396.0,-2745.0,4,2865.0,61.0,90.0
3,61.0,-1968.0,691.0,300,-1550.0,397.0,-2741.0,4,2859.0,61.0,91.0
3,61.0,-1981.0,657.0,200,-1541.0,433.0,-2739.0,4,2858.0,58.0,91.0
3,60.0,-1981.0,646.0,200,-1534.0,457.0,-2731.0,4,2841.0,49.0,89.0
3,58.0,-1963.0,656.0,200,-1527.0,431.0,-2691.0,4,2792.0,41.0,88.0
3,54.0,-1936.0,686.0,200,-1518.0,397.0,-2643.0,4,2751.0,39.0,89.0
3,50.0,-1902.0,700.0,200,-1504.0,396.0,-2604.0,4,2720.0,38.0,87.0
3,50.0,-1871.0,698.0,200,-1485.0,396.0,-2575.0,4,2695.0,40.0,85.0
3,55.0,-1848.0,667.0,200,-1459.0,396.0,-2551.0,4,2670.0,51.0,83.0
3,61.0,-1834.0,642.0,200,-1431.0,396.0,-2527.0,4,2642.0,59.0,82.0
3,62.0,-1819.0,641.0,200,-1405.0,396.0,-2502.0,4,2615.0,63.0,81.0
3,61.0,-1795.0,649.0,200,-1382.0,396.0,-2478.0,4,2597.0,72.0,80.0
3,61.0,-1759.0,664.0,200,-1364.0,396.0,-2453.0,4,2582.0,82.0,78.0
3,60.0,-1719.0,677.0,200,-1345.0,396.0,-2428.0,4,2562.0,86.0,77.0
3,57.0,-1685.0,695.0,200,-1319.0,396.0,-2401.0,4,2539.0,82.0,77.0
3,55.0,-1663.0,701.0,100,-1289.0,396.0,-2362.0,4,2505.0,74.0,77.0
3,56.0,-1649.0,669.0,100,-1257.0,396.0,-2317.0,4,2458.0,64.0,79.0
3,57.0,-1638.0,640.0,100,-1233.0,396.0,-2296.0,4,2436.0,61.0,82.0
3,58.0,-1630.0,640.0,200,-1220.0,396.0,-2289.0,4,2420.0,60.0,82.0
3,58.0,-1627.0,640.0,200,-1214.0,396.0,-2278.0,4,2396.0,52.0,81.0
3,59.0,-1624.0,640.0,200,-1209.0,396.0,-2273.0,4,2376.0,37.0,79.0
3,60.0,-1617.0,640.0,100,-1205.0,396.0,-2273.0,4,2372.0,31.0,74.0
3,61.0,-1600.0,640.0,100,-1197.0,396.0,-2270.0,4,2371.0,32.0,70.0
3,59.0,-1576.0,640.0,100,-1187.0,396.0,-2261.0,4,2367.0,37.0,72.0
3,39.0,-1555.0,640.0,100,-1176.0,396.0,-2243.0,4,2352.0,47.0,78.0
3,29.0,-1543.0,640.0,100,-1164.0,396.0,-2220.0,4,2336.0,57.0,83.0
3,30.0,-1540.0,640.0,100,-1153.0,396.0,-2200.0,4,2326.0,61.0,85.0
3,30.0,-1542.0,640.0,100,-1141.0,396.0,-2192.0,4,2323.0,67.0,85.0
3,30.0,-1541.0,639.0,100,-1129.0,396.0,-2197.0,4,2328.0,80.0,83.0
3,30.0,-1528.0,637.0,100,-1115.0,396.0,-2206.0,4,2337.0,90.0,81.0
3,31.0,-1505.0,639.0,100,-1099.0,396.0,-2202.0,4,2332.0,93.0,80.0
3,31.0,-1476.0,640.0,100,-1082.0,396.0,-2179.0,4,2308.0,94.0,79.0
3,30.0,-1450.0,640.0,50,-1067.0,396.0,-2150.0,4,2283.0,93.0,79.0
3,27.0,-1432.0,641.0,50,-1054.0,396.0,-2121.0,4,2250.0,93.0,78.0
3,25.0,-1418.0,640.0,50,-1037.0,396.0,-2095.0,4,2221.0,93.0,77.0
3,23.0,-1403.0,640.0,50,-1015.0,396.0,-2078.0,4,2197.0,94.0,75.0
3,23.0,-1384.0,642.0,50,-990.0,396.0,-2070.0,4,2198.0,96.0,74.0
3,26.0,-1364.0,662.0,50,-964.0,396.0,-2061.0,4,2191.0,100.0,74.0
3,28.0,-1344.0,692.0,50,-940.0,396.0,-2043.0,4,2168.0,104.0,74.0
3,29.0,-1322.0,711.0,50,-924.0,396.0,-2021.0,4,2145.0,107.0,73.0
3,29.0,-1298.0,717.0,50,-917.0,391.0,-2015.0,4,2140.0,112.0,73.0
3,30.0,-1273.0,701.0,50,-914.0,345.0,-2001.0,4,2135.0,116.0,72.0
3,30.0,-1248.0,657.0,50,-911.0,335.0,-1973.0,4,2109.0,120.0,71.0
3,31.0,-1231.0,633.0,50,-906.0,335.0,-1939.0,4,2074.0,122.0,70.0
3,31.0,-1218.0,590.0,50,-898.0,335.0,-1912.0,4,2050.0,122.0,71.0
3,31.0,-1203.0,602.0,50,-891.0,337.0,-1880.0,4,2012.0,122.0,71.0
3,31.0,-1187.0,638.0,50,-886.0,341.0,-1855.0,4,1977.0,122.0,72.0
3,31.0,-1171.0,640.0,50,-884.0,337.0,-1839.0,4,1960.0,122.0,71.0
3,31.0,-1155.0,646.0,50,-886.0,334.0,-1825.0,4,1952.0,122.0,70.0
3,31.0,-1140.0,653.0,50,-888.0,322.0,-1815.0,4,1941.0,122.0,70.0
3,31.0,-1130.0,644.0,50,-891.0,295.0,-1804.0,4,1926.0,122.0,70.0
3,31.0,-1122.0,636.0,50,-894.0,280.0,-1784.0,4,1907.0,122.0,70.0
3,31.0,-1116.0,612.0,50,-895.0,276.0,-1774.0,4,1896.0,122.0,70.0
3,31.0,-1108.0,589.0,10,-895.0,275.0,-1774.0,4,1889.0,122.0,69.0
3,31.0,-1100.0,588.0,10,-895.0,274.0,-1765.0,3,1873.0,122.0,68.0
3,30.0,-1090.0,593.0,10,-894.0,269.0,-1738.0,3,1842.0,122.0,68.0
3,30.0,-1081.0,597.0,10,-894.0,249.0,-1710.0,3,1810.0,122.0,67.0
3,30.0,-1072.0,598.0,10,-893.0,222.0,-1691.0,3,1788.0,122.0,66.0
3,30.0,-1065.0,599.0,10,-894.0,211.0,-1684.0,3,1777.0,122.0,65.0
3,30.0,-1060.0,600.0,10,-896.0,187.0,-1664.0,3,1757.0,122.0,64.0
3,30.0,-1058.0,602.0,10,-898.0,157.0,-1629.0,3,1723.0,122.0,64.0
2,30.0,-1057.0,604.0,10,-901.0,147.0,-1607.0,1,1702.0,122.0,64.0
2,30.0,-1057.0,610.0,10,-905.0,125.0,-1604.0,1,1697.0,121.0,64.0
2,31.0,-1058.0,625.0,10,-909.0,111.0,-1605.0,2,1695.0,116.0,64.0
0,31.0,-1059.0,637.0,50,-911.0,126.0,-1615.0,2,1701.0,109.0,63.0
0,31.0,-1060.0,640.0,50,-913.0,151.0,-1610.0,2,1694.0,104.0,63.0
3,83.0,-2259.0,640.0,50,-1841.0,396.0,-2833.0,3,2946.0,75.0,94.0
3,80.0,-2258.0,640.0,50,-1847.0,396.0,-2835.0,3,2947.0,75.0,95.0
3,74.0,-2274.0,639.0,50,-1871.0,396.0,-2832.0,3,2944.0,77.0,95.0
3,70.0,-2318.0,601.0,50,-1911.0,396.0,-2834.0,3,2945.0,81.0,95.0
3,66.0,-2377.0,567.0,50,-1955.0,396.0,-2839.0,3,2957.0,83.0,95.0
3,63.0,-2418.0,524.0,50,-1984.0,394.0,-2853.0,3,2978.0,85.0,95.0
3,61.0,-2422.0,528.0,50,-1985.0,383.0,-2890.0,5,3016.0,87.0,95.0
3,60.0,-2394.0,566.0,100,-1963.0,372.0,-2919.0,5,3048.0,89.0,95.0
3,58.0,-2344.0,607.0,100,-1927.0,372.0,-2933.0,5,3062.0,89.0,95.0
3,57.0,-2292.0,638.0,100,-1889.0,379.0,-2934.0,5,3061.0,88.0,95.0
3,56.0,-2255.0,640.0,100,-1862.0,385.0,-2928.0,5,3050.0,86.0,95.0
3,54.0,-2230.0,643.0,100,-1847.0,386.0,-2927.0,5,3036.0,84.0,96.0
3,53.0,-2213.0,684.0,100,-1837.0,384.0,-2922.0,4,3029.0,81.0,95.0
3,53.0,-2202.0,701.0,100,-1825.0,390.0,-2912.0,4,3017.0,79.0,92.0
3,53.0,-2191.0,700.0,100,-1808.0,396.0,-2900.0,4,3006.0,77.0,92.0
3,55.0,-2178.0,700.0,200,-1787.0,396.0,-2889.0,4,2994.0,75.0,92.0
3,57.0,-2161.0,699.0,200,-1764.0,396.0,-2872.0,4,2976.0,72.0,88.0
3,58.0,-2140.0,695.0,200,-1741.0,396.0,-2849.0,4,2953.0,69.0,87.0
3,59.0,-2118.0,687.0,200,-1718.0,396.0,-2832.0,4,2945.0,64.0,86.0
3,60.0,-2095.0,682.0,300,-1694.0,396.0,-2820.0,4,2935.0,59.0,86.0
3,60.0,-2072.0,695.0,300,-1670.0,396.0,-2811.0,4,2920.0,53.0,86.0
3,58.0,-2049.0,701.0,467,-1646.0,396.0,-2803.0,4,2912.0,51.0,87.0
3,57.0,-2026.0,701.0,467,-1624.0,396.0,-2797.0,4,2911.0,56.0,89.0
3,55.0,-2008.0,701.0,467,-1607.0,396.0,-2795.0,4,2916.0,60.0,89.0
3,55.0,-2001.0,701.0,300,-1594.0,396.0,-2783.0,4,2902.0,61.0,89.0
3,59.0,-2006.0,701.0,300,-1585.0,397.0,-2759.0,4,2877.0,61.0,91.0
3,63.0,-2013.0,697.0,300,-1576.0,424.0,-2746.0,4,2865.0,55.0,91.0
3,64.0,-2010.0,691.0,200,-1569.0,447.0,-2743.0,4,2849.0,39.0,91.0
